tweets,Sentiment_type
"#OrluAirAttack: I invited soldiers to Orlu, Hope Uzodimma punctures IPOB narrative Follow @EzewestMpire
&amp; @EmperorEzewest
#ESN #Biafra #EndSARS
#Bitcoin
#OrluAirAttack ezewestmpire.com/orluairattack-…",Neutral
"In #Nigeria the @mbuhari administration and Co.
Shoot in day; 
Shoot at night; 
Steal in day; 
and Steal at night!

#EndSARS twitter.com/Ronan_Lee/stat…",Neutral
"@SaharaReporters @elrufai This whole charade is a well orchestrated plan to keep terrorising Southern Kaduna and North central states. Relieve the Northwest states. The Agenda is decoded. #EndImpunity , #EndSARS",Positive
"Why are the @PoliceNG officers at Abaji FCT exploiting passerby because of Face mask, even individuals in their private cars. Is my private car a public place that I need to put on a face mask in it? #EndSARS #AbujaTwitterCommunity",Neutral
"#EndSARS : terrorists and hoodlums! Shoot them!

IPOB: terrorists! Shoot them!

Actual terrorists in the North with RPGs: misunderstood, give them Fanta and money",Neutral
Come 2023 no more PDP no more APC #occupyNigeria #Revolutionnow #EndSARS twitter.com/HillaryClinton…,Negative
#EndSARS Inquiry: Wike receives report indicting SARS officials dlvr.it/Rt450N https://t.co/Trkjd6pEby,Neutral
"If you see any pro #EndSARS influencer now tweeting about them supporting the status quo come 2023, under the guise of ""Youths aren't any better"", it's not a shock value. It's what they'll always do arrogantly and shamelessly. Their stomach is their God. You shudn't be bothered.",Positive
@Super_Spotter That one na must #EndSARS,Neutral
"Seems the new elected Agent Executive is putting in good effort. Nevertheless, the rate at which political crime and money laundering is endorsed by our politicians in Nigeria is alarming. Thus I urge the @officialEFCC to also bring out these scandalous faces on a list. #EndSARS twitter.com/DailyPostNGR/s…",Positive
"This is my favourite video from the #EndSARS protest....they marched from Awka to Awkuzu. 

Thank you @2niteFlavour @phynofino @iam_kcee @masterkraft_ @YulEdochie @ZoroSwagbag for all your efforts. Really Appreciated https://t.co/psz9BcIHBE",Positive
"Ah, is government now encouraging the hard working citizens to go into this lucrative business of kidnapping?? #justAsking oooo
#EndSARS ooo
#EndBadGovernanceInNigeria ooo twitter.com/GazetteNGR/sta…",Negative
"@Wahrheitnur1 @MrFunshy @Chxta These stupid igbos justified the Obigbo massacre with the rhetoric that ipob killed security personnels.  And I ask, why didn't the government carry out a massacre in Ijora, mushin, and other places where policemen were killed during #EndSars ?  We know these igbos are idiots.",Negative
"@GazetteNGR @MBuhari @NGRPresident @ProfOsinbajo @NGRSenate @NigeriaGov Stop Negotiating with Terrorist. Y'all are sponsoring Terrorism in Nigeria.

#EndSARS 
#EndBadGovernanceInNigeria 
#EndImpunity",Neutral
"Who's not putting up this country for sale???
They couldn't make peace with the youths but  here they're ....the only normal person In this country was #ABAKYARI...
#EndSARS ....
#Endfulanimassacre...
#SaleNigeria",Positive
"Ok, since she said ""she normally or usually get such Data as commodity prices weekly,"" what are the prices of goods are like, looking at the week before this very encounter?
#EndSARS #EndBadGovernanceInNigeria #BuhariHasBeenABadBoy #Buhari twitter.com/fomax112/statu…",Positive
"#EndSARS: Lagos Judicial Panel Awards N10m Each To Two Victims Of Police Brutality

The Lagos State Judicial Panel of Restitution and Inquiry set up to investigate cases of police brutality especially involving officers of the now-defunct Special Anti-Robbery Squad (SARS), https://t.co/tIczAqr42x",Positive
"FLASH: The Lagos Judicial Panel of Inquiry on SARS and other issues of Police Brutality awards N10m each to 2 petitioners &amp; victims of police abuse in Lagos.
@jidesanwoolu
@drobafemihamzat
@channelstv
@cnnbrk
@SavvyRinu
#ForAGreaterLagos 
#EndSARS  
#EndPoliceBrutalityinNigeria https://t.co/Q8OYrYWXyl",Negative
The only thing that can fix this country at this point. #EndSARS https://t.co/nVh346Y17f,Neutral
"New day, new level low. #EndSARS twitter.com/GazetteNGR/sta…",Positive
#EndSARS Inquiry: Wike receives report indicting SARS officials ournaijanews.com/endsars-inquir…,Neutral
Wow u go gal @SavvyRinu You have been a true inspirational to young people in Nigeria Africa and the World keep on keeping on Gal Power #EndSARS twitter.com/DrOlufunmilayo…,Positive
"@SavvyRinu @UN Congratulations, struggle continue.. 

#EndSARS",Neutral
"Follow @amazincareers on Twitter for Job Vacancies Nationwide 🇳🇬

#EndSARS Burna Boy Wizkid Yoruba Buhari Davido Ogun Lagos North Naija Abuja Nollywood Port Harcourt Lagos #lasg Nigerian kaduna Amotekun Bala NOI Gbenga Daniel Magu Igbo Tonto Dikeh Tinubu Invictus Obi https://t.co/VjUIQVkSDN",Neutral
"This was the direction I believed we should have navigated the #EndSARS towards but then....

It's well. twitter.com/thecableng/sta…",Neutral
"Nice. @jidesanwoolu

#EndSARS #EndPoliceBrutality twitter.com/Mr_JAGs/status…",Positive
I'm just so happy with how all the 'true' #EndSARS campaigners are being recognized globally. Congrats Rinu. twitter.com/SavvyRinu/stat…,Positive
"@Gidi_Traffic #EndSARS Activist, Rinu Oduala @SavvyRinu has appeared on the @UN website in an article about Peace, Dignity, and Equality on a Healthy Planet. https://t.co/RVyVvhg8vc",Positive
"@MBuhari @NGRPresident @ProfOsinbajo @NGRSenate Stop Negotiating with Terrorist. Y'all are sponsoring Terrorism in Nigeria.

#EndSARS 
#EndBadGovernanceInNigeria 
#EndImpunity",Neutral
"2/2 Shortly after Kudirat was shot dead by police, I met her son Abayomi and sister Rikisat thanks to an introduction by #EndSARS convener @segalink. I will never forget the pain in their eyes while interviewing them for @FRANCE24 
(watch from 06:55):

bit.ly/37vxr7g https://t.co/Z3n8IZHPGx",Neutral
"The mere thought of comparing #SheikhGumi’s and #SundayIgboho, is really sickening and pitiful... 
This is the lowest of the low.

If we don't kill Nepotism, Nepotism will kill us!

#EndSARS
#EndBadGovernanceInNigeria
#Nigeria
 punchng.com/sheikh-gumis-s…",Negative
"Good afternoon everyone, make sure to still use PPE since the virus is still out.

#clean #all #NYC #MaskUp #COVIDVaccine #friends #family #February2021 #FridayThoughts #Friday #EndSARS #cryptocurrency #vaccines #AMC #quote #Ethereum #America #lifestyle #Texas",Positive
"@almediayu @BrianJDennis Ikwerre  Iwhuruọha people are Woke!!! Port harcourt has advanced we are on a higher level. After governor wike finish all his projects; port harcourt we go global Economically wise. Urban development, education and healthcare #EndSARS #Nigeria",Positive
"You deserve more @SavvyRinu ✊🏾

#EndSARS twitter.com/SavvyRinu/stat…",Positive
"Every single person here should be arrested for breaking the ""50 persons"" covid protocol set by the Lagos State govt. That's the exact same reason #Lekkitollgate protesters were arrested according to them...

@followlasg @PoliceNG #EndSARS #EndImpunity #EndBadGovernanceInNigeria twitter.com/thecableng/sta…",Positive
"I can boldly say Sheikh Gumi is the matron of these bandits.

#EndSARS
#EndBadGoveranceInNigeria twitter.com/SaharaReporter…",Positive
Unknown Soldier by Fela Kuti #EndSARS open.spotify.com/track/7bD0fW1v…,Negative
"There's no point reminding you all about state sponsored massacres in Nigeria, @sbmintelligence wrote a report on that.

But you need to understand the nature of the Government that opened fire on unarmed protesters on 20/10/2020, during #EndSARS.",Neutral
#EndSARS: Lagos Judicial Panel awards N10m to two petitioners thenationonlineng.net/endsars-lagos-…,Neutral
"@almediayu @BrianJDennis Speaking on behalf of Rumuigbo ekinigbo) youths of port harcourt Rivers state Nigeria...we the Ikwerre Iwhuruọha people accept and Respect all the ethnic groups. Traditions and religion of every state in Nigeria.  We believe in hope, truth and ruggedness #EndSARS #Nigeria",Neutral
"Nigerian Human &amp; Social Justice Advocate, Rinu Oduala has been selected as a Face on the UN's website for peace, dignity and equality on a healthy planet. 

@SavvyRinu was a key advocate of #EndSARS campaign and was a Youth Rep on the Lagos Judicial Panel. https://t.co/apUsNx4F5g",Positive
#EndSARS Inquiry: Wike receives report indicting SARS officials naijamerit.com.ng/2021/02/19/end…,Neutral
#EndSARS Inquiry: Wike receives report indicting SARS officials dlvr.it/Rt41xp https://t.co/sXuHCYdGxN,Neutral
#EndSARS Inquiry: Wike receives report indicting SARS officials bit.ly/3uef5Bs  #Nigeria #NigeriaNews https://t.co/EDC8c4caE0,Neutral
PHOTOS:  #EndSARS: Lagos Judicial Panel awards N10m to two petitioners https://t.co/9XzjRiJXu6,Neutral
"@SaharaReporters #ENDSARS   TO ALL YORUBA HUMAN RIGHTS GROUPS PLS  SOME OF THE TRADITIONAL RULERS MIGHT  COMPROMISE O   LET THE YOUTHS  CALL  OR VICTIMS FAMILY ,",Neutral
#EndSARS Panel Awards N20m To Slain And Amputated Victims Of Police Bullets thewillnigeria.com/news/endsars-p… https://t.co/SltorDpRO2,Neutral
#EndSARS Inquiry: Wike receives report indicting SARS officials flashloaded.com.ng/2021/02/19/end…,Neutral
#EndSARS Inquiry: Wike receives report indicting SARS officials naijalitz.com/endsars-inquir…,Neutral
@GazetteNGR @Awomanofpeace You no see say this country na useless country #Endsars,Negative
@jidesanwoolu Jide came into public service with the sole determination to serve his lord Tinubu and defend all his business interests with the blood of #EndSARS. Ogun shall judge you here and in the hereafter.,Neutral
"#EndSARS: Lagos Panel Awards N10m Each To Two Victims Of Police Brutality
newspotng.com/endsars-lagos-…",Neutral
"Just imagine what would have happened, if @APOSTLESULEMAN, @DavidOyedepoMin or @PastorEAAdeboye is calling for a blanket amnesty for criminal elements, as #SheikhGumi is justifying for #Bandits. 
Don't forget, power is transient.

#EndSARS 
#EndBadGovernanceInNigeria 
#Nigeria",Negative
#EndSARS: Lagos Panel Awards N10m Each To Two Victims Of Police Brutality newsdey.com/endsars-lagos-…,Neutral
#EndSARS Inquiry: Wike receives report indicting SARS officials newsdey.com/endsars-inquir…,Neutral
"@thecableng @LagosSarsPanel Out of how many people who came forward?
#EndSARS",Positive
"Out of how many people who came forward?
#EndSARS twitter.com/thecableng/sta…",Positive
"MOVIE: Judas And The Black Messiah (2021)
Follow @EzewestMpire
 &amp; @EmperorEzewest
 #ESN #Biafra #EndSARS
 #Bitcoin
 #OrluAirAttack twitter.com/princeiel/stat…",Negative
#EasyWin10Million get a team of professional graphic designers and web developer's working on your project. #Bitcoin #EndPoliceBrutality #startups #Nigeria #EndSARS #BadDancer #APC #ApostleSuleman #AbujaTwitterCommunity visit pexgraphics.com.ng/promotion.html,Positive
"@MobilePunch Who gives a fuck how you started, it's how you end your career that is most important to us. #EndSars",Positive
#EndSARS Inquiry: Wike receives report indicting SARS officials vanguardngr.com/2021/02/endsar…,Neutral
"Resistance the only option left.

#OccupyNigeria #EndSARS #BuhariMustGo

#RevolutionNow twitter.com/Abolajimi/stat…",Neutral
#igboho #africa #Lekkitollgate #Nigeria #EndSARS take advantage of our huge massive discounts on graphic design and web development services. Visit pexgraphics.com.ng/promotion.html,Positive
"@BashirAhmaad @BashirAhmaad is just there for the mulla.
On a low key, nigga dey sub him boss wey no go fit read nor write.
Werey 😂😂😂😂 wan still use our hashtags like
#EndSARS 
#EndBadGoveranceInNigeria 
But werey is still on table observing some table manners 😂",Positive
"Song of freedom
#EndSARS",Neutral
"@abimbostic @etvScandal Been around my sister... Was off tweeting about #etvScandal during and after #EndSARS time.
Then this January, I went home (Naija). Couldn't watch all month, nowhere to catch up 😭 😭
Just trying to understand what's happening.
As for Tibi, he will be fine 👌
Storyline is 🔥",Positive
#endsars #Revolutionnow https://t.co/j9mH7p9mng,Neutral
"Sheik Gumi now has immunity from banditry and kidnapping. He walks in and out of kidnappers den without harm of fear of same and negotiate for the kidnapped on behalf of government. 

What an immunity. #FreeElzazaky 

#EndSars #OccupyNigeria #BuhariMustGo 

#RevolutionNow https://t.co/rQcL0QSrGz",Neutral
"Crency is known to be a wlWealthy Place. 🏢
.
.
.
#Africa #education #FridayThoughts #OrluAirAttack #Orlu #OrluMassacre #OrluIsBleeding #OrluAirStrikes #OrluGenocide #Nigeria #sorosoke #EndSARS #Millennials #wike #pulisic https://t.co/qNrhUl9iXR",Neutral
#ENDSARS: Osun Judicial Panel Summons Two NSCDC Officers Over Resident’s Death amiloadednews.com/2021/02/endsar…,Neutral
@SavvyRinu @UN But UN is doing nothing concerning our #EndSARS and #EndBadGoveranceInNigeria movement let be frank they don't care about us😭😭😭,Neutral
#EndSARS: Lagos Judicial Panel Awards N10m Each To Two Victims Of Police Brutality dlvr.it/Rt400r,Neutral
"Sun dena karatu a Library sunkoma ofisoshin yan siyasa nan ne dakin karatun su,kuma siyita yiwa jahilai qarya

__shamaki#XVG

 #DOGE $DOGE $XVG #BTC  #Bitcoin  #Bull #pump #altcoin #ath #halving #elonmusk #elon #dogecoin #stopkilingnortherners #EndSARS

#XVG #DOGE",Neutral
"MUSIC: @DreKingkong – Exposing Me (Freestyle) Follow @EzewestMpire
&amp; @EmperorEzewest
#ESN #Biafra #EndSARS
#Bitcoin
#OrluAirAttack ezewestmpire.com/music-dre-expo…",Neutral
Breaking : Sérìous Fulaní àttàck in Edo state and the Youths gáve govern... youtu.be/nlHGVRhKFF8 via @YouTube #EndSARS #EndBadGovernanceInNigeria #EndNigeriaNow #Nigeria #Fulanimustgo #EndPoliceBrutalityinNigeria #EndAnglophoneCrisis,Neutral
"More than 8th days, you did not honour or pray Firdau Prayer Lagosians who died on: 
October 20, 2020. Until then, 
#EndSARS twitter.com/jidesanwoolu/s…",Positive
"Karo na farko kenan a tarihin qasar Hausa da hukuma ta yarda da tattaunawa da Muryar gidan Annabta da Muryar Banu Umayyah

__shamaki#XVG

 #DOGE $DOGE $XVG #BTC  #Bitcoin  #Bull #pump #altcoin #ath #halving #elonmusk #elon #dogecoin #stopkilingnortherners #EndSARS",Neutral
@YeleSowore We ain't really ready for the challenge.. We still take it like a child play. It took a man in Mohammed Bouazizi of Tunisia to stand against police and local authorities that demanded for bribe from him.. This brought the Arab spring.. That shook the whole world. #EndSARS,Positive
@MobilePunch [BREAKING] #EndSARS: Lagos panel awards N20m to two victims of police brutality punchng.com/breaking-endsa…,Neutral
Way to go! #EndSARS #EndPoliceBrutalityinNigeria twitter.com/thecableng/sta…,Neutral
"Daga cikin alamomin qarshen duniya, qulla qawance tsakanin yan dariqa da Yan izala da sunan maja

__shamaki

#XVG #DOGE $DOGE $XVG #BTC  #Bitcoin  #Bull #pump #altcoin #ath #halving #elonmusk #elon #dogecoin #stopkilingnortherners #EndSARS",Neutral
Gen Z: #EndSARS,Neutral
"@MobilePunch Abiodun Bolarinwa, the politician that opened fire on protesters in Abule-Egba during #EndSARS because he wasn't allowed to speak, when will @PoliceNG parade him?
The thug that attacked people in Ikeja, when will @PoliceNG arrest him?
Respectfully, @PoliceNG y'all disgust me.",Positive
"@channelstv Victims of something they claimed never happened?

Hmmmm these people think us fools shaa
#EndSARS #EndBadGovernanceInNigeria 
#Amnestyinternational @amnesty",Neutral
"Omo

Who be this guy #EndBadGovernanceInNigeria #EndSARS twitter.com/MobilePunch/st…",Neutral
@JustinWelby #ESN #Endsars,Neutral
"thesparklightng.com/2021/02/19/vic…
#ENDSARS",Neutral
"Duk sanda kaga ruwan idon mace ya qafe, zuciyar ta tabushe,ka tabbatar da cewa namiji ne yayi mata ruqon tsauri

__shamaki

#XVG #DOGE $DOGE $XVG #BTC  #Bitcoin  #Bull #pump #altcoin #ath #halving #elonmusk #elon #dogecoin #stopkilingnortherners #EndSARS",Neutral
"@frankdonga_ You can now see that each time 😜🐱 they say Mr President is addressing you from #Aso Rock. It is some sort of magic with a voice over by Magashi. They seem to have perfected the trick. #WeMove, #EndSARS",Positive
"Who ordered #LekkiMassacre 
#EndSARS twitter.com/channelstv/sta…",Neutral
"From ashes to recovery 🙏 
Meet Juliana Nkeze another beneficiary of the Lagos MSME Recovery Fund.

Her business was affected during the civil unrest post #EndSARS protest in Lagos.

With the grant she received, she is back in business.
Rebuilding our Lagos one business at a time https://t.co/roDZJAaimz",Neutral
"This man is madt.

#EndSARS 
#EndBadGoveranceInNigeria twitter.com/FlorenceOzor/s…",Neutral
"#XVG #DOGE $DOGE $XVG #BTC  #Bitcoin  #Bull #pump #altcoin #ath #halving #elonmusk #elon #dogecoin #stopkilingnortherners #EndSARS

Macen duk da ta qetarewa tarkon da maza suke ɗanawa Wato soyayya,tabbas lamarin ta zai tafi daidai

__shamaki",Neutral
"Don't tell REGIONS how to protect themselves. 
Nigerians have the right to rise &amp; protect themselves AGAINST illegal foreign aggression &amp; occupation.
#BuhariMustGo #OrluAirAttack #ESN #NnamdiKanu #Nigeria #Orlu #herdsmen #Naija #EndSARS #LekkiMassacre #socialmedia #UnitedNations",Negative
"Police reforms?? but you have policemen directly opposite area M police station isheri Lagos, indiscriminately stopping cars and extorting money in broad daylight.
#EndSARS is this the police reform you promised @PoliceNG @PoliceNG_CRU @rrslagos767 @MBuhari @jidesanwoolu",Positive
"What's about the dead once?

#EndSARS 
#EndBadGovernanceInNigeria twitter.com/channelstv/sta…",Negative
@jidesanwoolu Did he treat lagosian as you deal with lagosian now.you are son of bitch.justice for #EndSARS victim.,Negative
"Just the fact that Hanno reminded us of #EndSARS protest is enough to make me like the song.
#BadGirlbyHanno @Hanno_Lomo https://t.co/1UsmthF6R1",Neutral
"The fact that Hanno reminded us of #EndSARS protest is enough to make me like the song ffm.to/hanno-badgirl
#BadGirlbyHanno @Hanno_lomo https://t.co/sy1LRTBGFW",Neutral
@channelstv Useless country. Clueless and injustice government. Is it about awarding money to the victim’s? What about justice? Where are the officers that committed those abuse? #EndSars,Negative
"The fact that Hanno reminded us of #EndSARS protest is enough to make me like the song.
#BadGirlbyHanno @Hanno_lomo https://t.co/udPeGxNQVN",Neutral
"“The attacks on police stations and killing of policemen during #Endsars were carried out by IPOB and not protesting youths for the sole purpose of hijacking and stealing weapons.

chronicle.ng/2021/02/why-uz… #SlimcaseIjoba #StopTrippingbyZazzi #StopTrippingbyZazzi Gen Z",Neutral
"The fact that Hanno reminded us of #EndSARS protest is enough to make me like the song.
#BadGirlbyHanno @Hanno_Lomo https://t.co/2q0BQEXg9S",Neutral
"- Youth advocate, Rinu Oduala, becomes the face of Peace, dignity and equality on a healthy planet at United Nations.

#EndSARS https://t.co/nQVEs23syL",Positive
#EndSARS: Lagos judicial panel awards N10m each to victims of police brutality dailyblastng.com/2021/02/19/end… via @@dailyblastng https://t.co/LgJyhq4kjr,Neutral
#EndSARS: Lagos judicial panel awards N10m each to victims of police brutality dailyblastng.com/2021/02/19/end… via @@dailyblastng https://t.co/e6I1Csd0p5,Neutral
"#XVG #DOGE $DOGE $XVG #BTC  #Bitcoin  #Bull #pump #altcoin #ath #halving #elonmusk #elon #dogecoin #EndSARS

Namiji yafi munanawa macen da ya sakankance batada kowa sai shi, idan yasamu akasin haka ko yafi kowa iya rarrashi",Neutral
"See Photos of Sheikh Gumi's meeting with kidnappers of Kagara students below Follow @EzewestMpire
&amp; @EmperorEzewest
#ESN #Biafra #EndSARS
#Bitcoin
#OrluAirAttack ezewestmpire.com/see-photos-of-…",Neutral
"I got 35! What‘s Your Mental Age? zikoko.com/quizzes/quiz-w… #ZikokoQuiz via @zikokomag #EndSARS 

And yes,they legit told no lies
💯😌",Negative
"@MobilePunch First do away with the traditional rulers, leaders, politicians, etc. that have and still are selling their land and people for cheap. Then, root out other criminal elements (like Fulani herdsmen) invading the land. #EndSARS #EndFulaniDomination",Positive
@jidesanwoolu He was a Good Leader. With Clean Hands. But yours is stained with Blood. Remember #LekkiMassacre Remember #EndSARS ? twitter.com/jidesanwoolu/s…,Positive
Whoever was given this topic need not to stress for data. Just ccheck #EndSars hashtag.  E choke! https://t.co/9avy1VOHPu,Neutral
#EndSARS: Lagos Judicial Panel Awards N10m Each To Two Victims Of Police Brutality blackboxnigeria.com/endsars-lagos-…,Neutral
Thank God for #EndSARS protest. Owerri people really hear am for these people hand. Now niqqahz can move around with their iPhone and airpod. 😩😩,Positive
Lagos #EndSARS panel paid some compensation to victims of police brutality today https://t.co/Oi0HUWb25j,Neutral
"Only in Nigeria that you see politicians of FGN negotiating with terrorists and bandits, even planning to offer amnesty to them. while innocent protesters are arrested and charged to court. Dis country nawaa
#EndBadGoveranceInNigeria #EndSARS",Positive
"#StopNegotiatingWithKillers 
#EndSARS 
#EndBadGovernanceInNigeria 
#NoNigerianIsMoreNigerianThanTheOther",Neutral
"Talking about self defence doesn't necessarily mean they should legalise owning a gun in Nigeria o! Nigerians are naturally very emotional. And with the high level of hard drugs, frustration, envy, et'al, we might as well change her name to graveyard. #EndSARS #OrluGenocide",Negative
"Nigerian Social Justice Advocate, Rinu Oduala (@SavvyRinu) has been selected as a Face on the UN's website for peace, dignity and equality on a healthy planet. 

She was a key advocate of the #EndSARS protests https://t.co/UQS6aDZ5fU",Positive
"#EndSARS Judicial Panel: Rivers Governor Receives Report, Questions @NigeriaGov's Commitment To Implement Recommendations | Sahara Reporters
@GovWike said the state had done its bit by setting up the commission &amp; would produce the White Paper...
READ MORE: bit.ly/2NFpfKH https://t.co/6VSWje3ZUf",Positive
#ENDSARS: Panel Awards ₦20 million Compensation To Victims - bizwatchnigeria.ng/?p=319524 https://t.co/X6HegmcfT1,Neutral
@SaharaReporters @PoliceNG So illegal arrest still ongoing despite #EndSARS protest. Chai.... The Police needs spiritual cleansing..,Negative
@channelstv These people are crazy!!! Where were they when the Nigeria military was slaughtering unarmed protesters during #endsars,Negative
"FLASH: The Lagos Judicial Panel of Inquiry on SARS and other issues of Police Brutality awards N10m each to 2 petitioners and victims of police abuse. 

#EndSARS 
#EndPoliceBrutalityinNigeria 
#DefendLagos 
#lekkitollgateprotest 

@jidesanwoolu https://t.co/gldDxs2EXn",Negative
NIGERIA: Court rules 10m compensation to the Lekki Toll Gate Protesters quicktvafrica.com/nigeria-court-… #EndSARS #LekkiShooting #EndPoliceBrutalityinNigeria https://t.co/XSZv08Oa6x,Neutral
#EndSARS: Panel Summons Two NSCDC Officers ift.tt/eA8V8J ift.tt/3ayW0St,Neutral
@dammysholove #EndSARS #Nigeria #EndBadGovernanceInNigeria  😩😩😩😩,Neutral
"Proud Of You and I respect your level of intelligence...

#RespectRinu #UN #UnitedNations #Respect #EndSARS #OccupyLekkiTollGate twitter.com/SavvyRinu/stat…",Positive
#ENDSARS: Lagos Judicial Panel Pays N10m Compensation to Woman Shot By Police Officer ujuedochie.com/2021/02/19/end…,Neutral
"#EndSARS: Lagos panel awards N20m to two victims of police brutality
upshotreports.com/endsars-lagos-… https://t.co/koJMCIhUSu",Neutral
"Millennials : Parents listen to your children, we are leaders of tomorrow.

Gen Z : Gbabe oshi, we are leaders of today... #EndSARS",Neutral
@GuardianNigeria The terrorist governor put it there! #EndSARS #EndFulaniDomination,Neutral
"#EndSARS: Lagos Judicial Panel awards N10m each to 2 victims of police brutality
nownownews.com/2021/02/19/end…",Neutral
"The comes a time when silence is betrayal. 
#BuhariMustGo #EndSARS #Revolutionnow twitter.com/DamilojuJLT/st…",Neutral
"#EnoughIsEnough 
#occupyNigeria 
#Revolutionnow 
#EndBadGoveranceInNigeria 
#EndSARS 
#EndPoliceBrutalityinNigeria 
#BuhariMustGo twitter.com/YeleSowore/sta…",Neutral
"If Buhari is fraud. Then our government is fraud.
And ONE #Nigeria is nothing but fraud.
#lekkitollgateprotest #EndSARS #ESN #naija #Buhari #herdsmen #Orlu",Neutral
"Osun State Judicial Panel of Enquiry on Police Brutality. We will always stand for the rights of the Citizens of Nigeria 
#EndSARS #EndPoliceBrutalityinNigeria #law #lawtwitter #justice https://t.co/t3t30qXOR3",Neutral
"How could this happen so BOLDLY? And with no consequences?? 
How????
#EndSARS #LekkiMassacre",Positive
And some agbaya tried to rubbish the efforts of #EndSars protesters...#Justice4SarsVictim twitter.com/citizen_gavel/…,Neutral
#XVG #DOGE $DOGE $XVG #BTC  #Bitcoin  #Bull #pump #altcoin #ath #halving #elonmusk #elon #dogecoin #EndSARS https://t.co/TQELEjptTI,Neutral
Stop using the #EndSARS hashtag to promote your business,Neutral
"@cchukudebelu The East is the warzone for these exploitations. Nigerians killing Nigerians by tricks. 
Shame on all of us
#EndSARS 
#Revolutionnow",Neutral
@MobilePunch This fool is looking for VOTES. We have experimented with your mumu brother and we are better educated now. No way for you Mr. WOLF. Your body odour has given you away. RESPECT FOR RESIDENCY RIGTHS my foot. Do southerners have same in the North? #EndSARS #EndFulaniDomination,Positive
My nephew is a gangster #EndSARS,Neutral
"#EndSARS by this same time, Nigerian army started shooting at peaceful protesters.",Positive
Some of us #EndSARS we are just on our own.,Positive
"Please help me. Please view and share my link. bit.ly/3hDCGoU
-
#LekkiMassacre #EndSARS #ม็อบ21ตุลา #GFVIP #USA #EndPoliceBrutalityinNigeraNOW #JUNGKOOK #100DaysOfCode #WomenWhoCode #EndBadGoveranceInNigeria #Genocide #LekkiGenocide
#Lekkitollgate #TOMORROW_X_TOGETHER https://t.co/YseT1PTUOh",Neutral
Naija dey blessed oo #EndSARS #EndBadGovernanceInNigeria twitter.com/DantataUmi/sta…,Neutral
"Breaking : Popular Social Justice Advocate, Rinu Oduala has been selected as a Face on the UN's website for peace, dignity and equality on a healthy planet. 

Remember she played  a key advocate role at the #EndSARS  protest and the Lagos State panel https://t.co/LnmofG6QjJ",Positive
Receive sence #OrluAirAttack #EndSARS twitter.com/femmtye/status…,Neutral
"#EndSARS 
#WeWantOurCryptoBack 
#EndBadGovernanceInNigeria 
#Revolutionnow twitter.com/tvcnewsng/stat…",Neutral
"While other states are yet to set up a Panel of Inquiry. Lagos state Judicial Panel of Inquiry on SARS and other issues of Police Brutality awards N10m each to 2 petitioners and victims of police abuse. 

#EndSARS  
#EndPoliceBrutalityinNigeria #DefendLagos https://t.co/BSSBTrC2qw",Negative
"Man, I really just got hit by a strong wave of sadness. Images of the Night of Memorial during the #EndSARS protests just hit me now. 😞😞😞

May God heal us and may these guys and their families find rest and peace. Amen.",Positive
It is important to know that up till now the government has continued to deny the right to protest and has clamped down on #EndSARS protesters with intimidation and violence,Positive
#EndSARS: Lagos Panel Awards N10m Each To Two Victims Of Police Brutality naijanews.com/2021/02/19/end…,Neutral
"Follow @amazincareers on Twitter for Job Vacancies Nationwide 🇳🇬

#EndSARS   Burna Boy Wizkid Yoruba Buhari Davido Ogun Lagos North Naija Abuja Nollywood Port Harcourt Lagos #lasg Nigerian kaduna Amotekun Bala NOI Gbenga Daniel Magu Igbo Tonto Dikeh Tinubu Invictus Obi https://t.co/9RmI3uySNl",Neutral
"@theflagboii Nigerian youth don't like the way things are, the govt doesn't like change - this is it. #endsars",Neutral
Check this out:  Lagos Judicial Panel Awards N10m Each To 2 #EndSARS Victims Of Police Brutality jaynaija.com/lagos-judicial…  @jaynaijadotcom via @circleboom,Neutral
FRESH: Lagos State Panel on #EndSARS awards N10m to each victim of Police brutality. https://t.co/cWCIUhUqLy,Positive
"@Gidi_Traffic @gidi_9ja They should be THOROUGHLY ASHAMED of themselves; history will judge them.
#EndSARS 
#FreeLeilaNow",Neutral
Happy to share a commentary I co-authored concerning the #EndSARS protest and on Why the global health community should support the #EndSARS movement in Nigeria thelancet.com/journals/lance…,Positive
In Nigeria they negotiate with Terrorists and kill innocent #EndSARS protesters . twitter.com/Twitter/status…,Positive
"Download Ilekun Ola Yoruba Movie 2021 Showing On Sunday 21st Feb. On ApataTV+ #Wapbaze www1.wapbaze.com/movies/61901/d… 

#endsars #chelsea #arsenal",Neutral
"Lagos Judicial Panel of Inquiry on SARS and other issues of Police Brutality awards N10m each to 2 petitioners and victims of police abuse. 

Thank you Mr Gov @jidesanwoolu
for standing on your words.

#EndSARS  
#EndPoliceBrutalityinNigeria 
#DefendLagos 
#lekkitollgateprotest https://t.co/xGEUXQTYaF",Negative
@MobilePunch Story #EndBadGovernanceInNigeria #EndSARS,Neutral
"@SavvyRinu @Ada_Daddyya @UN Congrats dear, continue to SORO SOKE #EndSARS #EndBadGovernanceInNigeria #EndPoliceBrutalityinNigeria",Neutral
"@Oshokha_ @lynda4eva @Teekayoflagos_ We no understand the thing b4, nah  #EndSARS make me understand how to use it, now I’m addicted",Negative
